slug,name,category,tvl,tvl_change_1d,tvl_change_7d,tvl_change_30d,tvl_change_90d,volume_24h,volume_7d,volume_30d,volume_change_7d,volume_change_30d,aggregator_volume_24h,aggregator_volume_30d,fees_24h,fees_30d,fees_change_30d,revenue_24h,revenue_30d,mcap,capital_turnover,momentum
alphaq,AlphaQ,Dexs,1085066.0555614615,-0.07767529344705792,4.922309562292739,,,49426408.0,384426473.0,1663839914.0,-11.19,48.25,,,494.0,17507.0,40.51,494.0,17507.0,,1533.3996538478527,62.8
phoenix-spot,Phoenix Spot,Dexs,1076045.198728675,0.22976827240941589,7.763896094756802,,,14460.0,92362.0,171108.34,52.69,-80.64,,,3.92,28.019999999999996,-92.27,3.92,28.019999999999996,,0.15901594115392265,41.0
tramplin.io,tramplin.io,Staking Pool,1030610.0160975724,0.4509939055757428,14.77406052222156,,,,,,,,,,,,,,,,,
archer-exchange,Archer Exchange,Dexs,931697.592429183,-16.035351937864277,-9.768186776316057,,,7924898.0,74174312.0,271848553.0,6.14,62.4,,,,,,,,,291.77767036106496,59.9
sat-rush,Sat Rush,Gamified Mining,579177.6283820389,-0.8337269495128083,18.676685031501776,,,,,,,,,,15275.0,520782.0,-0.3,5617.0,114626.0,1440518.6832361317,,57.4
deriverse,Deriverse,Dexs,200927.82183394517,-10.485762458862098,30.898639905783796,,,44191169.0,387340709.0,1398675553.0,11.07,91.79,,,,,,,,,6961.084533907513,74.2
jupiter-prediction,Jupiter Prediction,Interface,174011.85489720295,2.4385875007011464,-47.84948471454884,,,132106.0,933349.0,5367877.0,-35.02,-2.46,,,3394.0,102181.0,-6.45,0.0,0.0,,30.847766108642766,32.3
fomo-wallet,fomo Wallet,Trading App,,,,,,152982113.0,1222209621.0,7719088451.0,-27.11,228.84,,,864678.0,34585914.0,190.61,802192.0,30771216.0,,,72.9
pump.fun,pump.fun,Launchpad,,,,,,121028157.0,748249270.0,2695051566.0,42.21,17.3,,,1746896.0,46260320.0,15.9,1251723.0,33495577.0,,,69.8
axiom,Axiom,Trading App,,,,,,107077672.0,636932876.0,2517644290.0,27.49,39.63,,,1999112.0,44798173.0,36.1,1185732.0,26417648.0,,,75.4
quantumamm,QuantumAMM,Dexs,,,,,,70506905.0,698698225.0,2172004454.0,28.75,98.6,,,,,,,,,,82.4
jupiterz,Jupiterz,Dexs,,,,,,56665115.0,484622036.0,1861910155.0,34.8,132.35,,,,,,,,,,85.7
